,NO.,성우,연령,성별,상황키워드,감정_대분류,감정_소분류,사람문장1
2907,F_002908,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,우리 부부가 결혼한다고 했을 때 주변 사람들이 곱지 않은 시선으로 바라봐서 속상해.
2908,F_002909,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,우리가 사랑하는 것에 대해 비난 받을 이유가 없다고 생각해. 이런 상황이 너무 억울해.
2909,F_002910,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,우리 부부가 출산해도 국가에서 지원받을 수 있는 제도가 없는 것 같아 억울한 기분이 들어.
2910,F_002911,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,사랑하는 사람끼리 만났다는 사실은 다른 사람들과 똑같은데 왜 우리만 차가운 시선을 받는 걸까 정말 속상해.
2911,F_002912,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,우리 부부가 동성이라는 이유로 우리 결혼식에는 아무도 오고 싶어 하지 않아. 이런 상황에 상처받았어.
2912,F_002913,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,우리 연애는 다른 사람들의 따가운 시선을 감수하며 만나야 할 것 같아 너무 속상해.
2913,F_002914,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,친구가 나에게만 청첩장을 돌리지 않았다는 사실이 내게는 너무 큰 상처였어.
2914,F_002915,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,나에게만 그들이 연애한다는 사실을 알리지 않았다니 너무 속상해.
2915,F_002916,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,남자 친구가 자꾸 바람 피우는 거 아니냐고 의심을 하는 데 너무 억울해.
2916,F_002917,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,불륜은 남편이 저질렀는데 증거가 없어서 위자료를 받을 수 없다니 억울해.
2917,F_002918,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,집에 조금만 늦게 와도 남편이 핀잔을 주는데 억울한 기분이야.
2918,F_002919,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,남자 친구가 전 남자 친구에게 온 문자를 보고 파혼하자고 해서 억울해.
2919,F_002920,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,남자 친구가 유부남이 아니라면 나를 속이고 만났었는데 너무 억울해.
2920,F_002921,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,남편이 폭력을 휘두르는지 모르고 결혼을 하게 되었는데 너무 마음이 아파.
2921,F_002922,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,아들을 못 낳았다고 남편에게 이혼을 당했는데 너무 억울해.
2922,F_002923,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,남자 친구에게 아이를 낳을 생각이 없다고 했더니 파혼을 당해서 마음이 아파.
2923,F_002924,KMJ,청년,여성,"연애,결혼,출산",상처,억울한,주위 사람들 중 나만 연애를 못하는 거 같아서 억울해.
2924,F_002925,KMJ,중년,여성,건강,상처,억울한,너무 억울하고 속상해.
2925,F_002926,KMJ,중년,여성,건강,상처,억울한,건강보조제를 많이 복용했는데도 전혀 도움이 되지 않았어.
2926,F_002927,KMJ,중년,여성,건강,상처,억울한,건강검진에서 정밀 검사를 받으라고 하니 억울하고 불안해.
2927,F_002928,KMJ,중년,여성,건강,상처,억울한,운동도 꾸준히했는데 검사 결과듣고 너무 억울해.
2928,F_002929,KMJ,중년,여성,건강,상처,억울한,영양제에 돈을 엄청 쏟아부었는데 소용 없는 것 같아. 억울해.
2929,F_002930,KMJ,중년,여성,건강,상처,억울한,요즘 남편 건강 때문에 내 평생 삶이 희생된 것 같아서 억울한 마음이 자꾸 생겨.
2930,F_002931,KMJ,중년,여성,건강,상처,억울한,정말 열심히 건강을 위해 운동 했는데 갑자기 사고가 나서 사망 하게 되면 너무 억울할 것 같아.
2931,F_002932,KMJ,중년,여성,건강,상처,억울한,그동안 열심히 앞만 보면서 묵묵히 살아왔는데 건강이 많이 안 좋다고 하네. 열심히 살아온 게 억울하다는 생각까지 드네.
2932,F_002933,KMJ,중년,여성,건강,상처,억울한,요새 자꾸 무릎이 쑤셔 병원에 갔더니 관절염이라고 하네. 나도 늙었나봐.
2933,F_002934,KMJ,중년,여성,건강,상처,억울한,건강관리를 위해서 열심히 노력했거든. 근데 어제 건강검진표 결과가 안 좋게 나와서 억울해.
2934,F_002935,KMJ,중년,여성,건강,상처,억울한,건강검진 결과가 형편없이 나왔어.
2935,F_002936,KMJ,중년,여성,건강,상처,억울한,내 건강과 관련해서 슬프고 억울한 마음이 들어.
2936,F_002937,KMJ,중년,여성,건강,상처,억울한,중년이 되니까 자꾸 나잇살이 쪄서 억울해.
2937,F_002938,KMJ,중년,여성,건강,상처,억울한,폐암 진단을 받았어. 담배를 피운 적이 없는데 너무 억울해.
2938,F_002939,KMJ,중년,여성,건강,상처,억울한,회사 동료가 커피를 마시는 척하며 일부러 내 손등에 뜨거운 물을 부었는데 너무 억울해.
2939,F_002940,KMJ,중년,여성,건강,상처,억울한,사십대에서 오십대로 접어들면서 억울한점이 생기는듯해.
2940,F_002941,KMJ,노년,여성,"건강, 죽음",상처,억울한,가족들 눈에는 내가 정신병자인가 봐. 멀쩡한 나를 우울증이라며 입원시켰어.
2941,F_002942,KMJ,노년,여성,"건강, 죽음",상처,억울한,생계를 꾸리기 힘든데 연락이 오랫동안 끊긴 딸이 있다는 이유로 지원을 못 받아서 억울해.
2942,F_002943,KMJ,노년,여성,"건강, 죽음",상처,억울한,자녀들은 내가 정상이 아니라 했지만 결국 내가 정상이라는 검사 결과가 나왔어.
2943,F_002944,KMJ,노년,여성,"건강, 죽음",상처,억울한,며느리는 내게 동네라도 한 바퀴 돌라는데 무릎이 말을 들어야지. 수술한 이후로 예전 같지가 않아.
2944,F_002945,KMJ,노년,여성,"건강, 죽음",상처,억울한,죽기 전에 이것저것 해 보고 싶은데 딸과 사위의 눈치를 보게 되어서 억울하네.
2945,F_002946,KMJ,노년,여성,"건강, 죽음",상처,억울한,내가 성폭행을 당했는데 사람들은 불쾌해하며 믿지 않아.
2946,F_002947,KMJ,노년,여성,"건강, 죽음",상처,억울한,병원에서 난 치매가 아니라는데 자녀들은 나를 입원시키려고만 해서 억울해.
2947,F_002948,KMJ,노년,여성,"건강, 죽음",상처,억울한,돈을 일찍 나눠주지 말 걸 그랬어. 자식들이 내가 죽기만 바라는 것 같아서 억울해.
2948,F_002949,KMJ,노년,여성,"건강, 죽음",상처,억울한,건강하기만 하면 뭐 해. 모아 둔 돈도 없고 자식도 없어서 외롭고 억울하기만 해.
2949,F_002950,KMJ,노년,여성,"건강, 죽음",상처,억울한,용돈을 보내줄 때면 자식들이 눈치를 줘서 상처받았어. 빨리 죽고 싶어.
2950,F_002951,KMJ,노년,여성,"건강, 죽음",상처,억울한,남편이 폐암 진단을 받았는데 자식들은 그게 나 때문이라니 서럽고 억울해.
2951,F_002952,KMJ,노년,여성,"건강, 죽음",상처,억울한,나 지금 너무 억울한 심정이야.
2952,F_002953,KMJ,노년,여성,"건강, 죽음",상처,억울한,나이 들고 죽는다는 것은 되게 억울한 일인 것 같아.
2953,F_002954,KMJ,노년,여성,"건강, 죽음",상처,억울한,요새 건강이 더욱 약해지는 것 같아서 억울해.
2954,F_002955,KMJ,노년,여성,"건강, 죽음",상처,억울한,일하던 공장에서 사고가 있어서 크게 다쳤어. 너무 억울해.
2955,F_002956,KMJ,노년,여성,"건강, 죽음",상처,억울한,내가 건강하지 못한 게 억울해.
2956,F_002957,KMJ,노년,여성,"건강, 죽음",상처,억울한,평생 일만 하느라 건강관리를 못하고 살아온게 너무 억울해.
2957,F_002958,KMJ,노년,여성,"건강, 죽음",상처,억울한,아는 사람이 건강했는데 교통사고로 억울하게 죽었대.
2958,F_002959,KMJ,노년,여성,"건강, 죽음",상처,억울한,우리 오빠가 발작으로 세상을 떠났어.
2959,F_002960,KMJ,노년,여성,"건강, 죽음",상처,억울한,평생 일만 하고 고생만 했는데 병을 얻다니. 제대로 누리지도 못 하겠구나.
2960,F_002961,KMJ,노년,여성,"건강, 죽음",상처,억울한,내가 고혈압이 있대.
2961,F_002962,KMJ,청소년,여성,학교폭력/따돌림,당황,열등감,평소에 학교에서 날 때리고 괴롭히는 친구가 있는데 나보다 항상 국어 성적이 더 좋아 너무 짜증나.
2962,F_002963,KMJ,청소년,여성,학교폭력/따돌림,당황,열등감,학교 선생님이 나보다 날 괴롭히는 뻔뻔한 그 친구를 더 좋아하는 게 티가 나서 속상하네.
2963,F_002964,KMJ,청소년,여성,학교폭력/따돌림,당황,열등감,학교에서 아무도 나에게 다가오지 않고 난 혼자인거 같아. 내가 못생겨서 그런 걸까?
2964,F_002965,KMJ,청소년,여성,학교폭력/따돌림,당황,열등감,학교에 괴롭히는 애들이 있어 무섭고 힘든데 내가 저항해봤자 소용없을 것 같아.
2965,F_002966,KMJ,청소년,여성,학교폭력/따돌림,당황,열등감,아이들에게 괴롭힘을 당하는 것 때문에 난 아마 좋은 대학에도 못 갈 거야.
2966,F_002967,KMJ,청소년,여성,가족관계,당황,열등감,오빠는 새 컴퓨터 사주고 나한테는 오빠가 쓰던 낡은 컴퓨터를 줬어.
2967,F_002968,KMJ,청소년,여성,가족관계,당황,열등감,부모님은 착한 나보다 똑똑한 오빠를 더 좋아하는 것 같아.
2968,F_002969,KMJ,청소년,여성,가족관계,당황,열등감,아빠가 자꾸 옆집애는 공부 잘한다고 그 집 아이 이야기만 해.
2969,F_002970,KMJ,청소년,여성,가족관계,당황,열등감,언니는 학급임원도 하고 재미있어 보이던데 엄마가 나는 못하게 해.
2970,F_002971,KMJ,청소년,여성,가족관계,당황,열등감,언니는 좋은 학교 보내주고 나는 돈 없어서 일반학교에 갔어.
2971,F_002972,KMJ,청소년,여성,가족관계,당황,열등감,가족들이 나한테 언니처럼 공부하라고 자꾸 구박해.
2972,F_002973,KMJ,청소년,여성,가족관계,당황,열등감,동생 낳고 나서부터 엄마가 나를 소홀히 하는 것 같아.
2973,F_002974,KMJ,청소년,여성,가족관계,당황,열등감,언니는 항상 예쁜 옷만 입고 내 옷은 촌스럽기만 해.
2974,F_002975,KMJ,청소년,여성,가족관계,당황,열등감,아빠가 만날 아들이 집의 기둥이라면서 동생만 챙겨.
2975,F_002976,KMJ,청소년,여성,가족관계,당황,열등감,오빠랑 언니랑 나중에 내가 제일 못난 것 같아.
2976,F_002977,KMJ,청소년,여성,가족관계,당황,열등감,엄마가 엄마 친구 딸과 나를 자꾸 비교해서 너무 싫어.
2977,F_002978,KMJ,청소년,여성,학업 및 진로,당황,열등감,친구가 나보다 수행평가 점수가 높다는 게 말이 안 돼. 열등감이 느껴져.
2978,F_002979,KMJ,청소년,여성,학업 및 진로,당황,열등감,그 친구는 나보다 좋은 학원을 다녀서 성적이 좋은 것 같아서 화가 나.
2979,F_002980,KMJ,청소년,여성,학업 및 진로,당황,열등감,나도 그 친구처럼 부모님한테 지원받으면 훨씬 더 잘할 수 있는데 그렇지 못해서 속상해.
2980,F_002981,KMJ,청소년,여성,학업 및 진로,당황,열등감,내가 내 친구보다 못생겨서 우울하고 속상해.
2981,F_002982,KMJ,청소년,여성,학업 및 진로,당황,열등감,친구가 나보다 시험 잘 봤는데 질투가 나서 당황스러워.
2982,F_002983,KMJ,청년,여성,"진로,취업,직장",당황,열등감,오늘 내가 일 처리를 제대로 하지 못한다는 이야기를 들었어.
2983,F_002984,KMJ,청년,여성,"진로,취업,직장",당황,열등감,친구가 나보다 좋은 기업에 취직을 했다는 이야기를 오늘 들었어.
2984,F_002985,KMJ,청년,여성,"진로,취업,직장",당황,열등감,친구가 취업상담을 받았다는 이야기를 들었어.
2985,F_002986,KMJ,청년,여성,"진로,취업,직장",당황,열등감,친구가 나보다 직무를 훨씬 잘해내는 모습을 봤어.
2986,F_002987,KMJ,청년,여성,"진로,취업,직장",당황,열등감,직장에서 내가 아무런 영향력을 끼치지 못하는 것 같아.
2987,F_002988,KMJ,청년,여성,"진로,취업,직장",당황,열등감,오늘 내가 원하던 기업에 불합격했다는 통보를 받았어.
2988,F_002989,KMJ,청년,여성,"진로,취업,직장",당황,열등감,친구들이 모두 취업에 성공했다는 이야기를 들었어.
2989,F_002990,KMJ,청년,여성,"진로,취업,직장",당황,열등감,내 가장 친한 친구의 승진 소식을 오늘 들었어.
2990,F_002991,KMJ,청년,여성,"진로,취업,직장",당황,열등감,오늘 친구의 연봉이 얼마인지 알게 되었어.
2991,F_002992,KMJ,청년,여성,"진로,취업,직장",당황,열등감,응원하는 팀이 우승하지 못해서 너무 속상해.
2992,F_002993,KMJ,청년,여성,"진로,취업,직장",당황,열등감,최근 창업한 친구가 대박이 났다는 이야기를 들었어.
2993,F_002994,KMJ,청년,여성,"진로,취업,직장",당황,열등감,내가 원하는 회사에 친구가 붙었다는 소식을 듣고 기분이 너무 나빠.
2994,F_002995,KMJ,청년,여성,"연애,결혼,출산",당황,열등감,친구들이 나한테 청첩장을 달라고 하는데 난 친구들에게 내 결혼식을 알리고 싶지 않아.
2995,F_002996,KMJ,청년,여성,"연애,결혼,출산",당황,열등감,친구들이 내 결혼식장에 오면 우리 부부를 보여주는 게 용기가 나질 않아.
2996,F_002997,KMJ,청년,여성,"연애,결혼,출산",당황,열등감,우리 사회는 이성애자에 비해서 동성애자가 겪는 어려움이 너무 많아서 소외감을 많이 느껴.
2997,F_002998,KMJ,청년,여성,"연애,결혼,출산",당황,열등감,나는 매력이 없어서 그 사람이 나를 좋아할 줄 꿈에도 몰랐는데 오늘 좋아한다는 소릴 듣고 당황했어.
2998,F_002999,KMJ,청년,여성,"연애,결혼,출산",당황,열등감,좋아하는 사람이 있었는데 그 사람도 나를 좋아할 줄 알았는데 고백했다가 거절당해서 많이 당황스러웠어.
2999,F_003000,KMJ,청년,여성,"연애,결혼,출산",당황,열등감,좋아하는 사람이 있는데 오늘도 그를 봤는데 고백할 자신이 없어서 인사만 하고 지나쳤어.
3000,F_003001,LSJ,청년,여성,"연애,결혼,출산",당황,열등감,내가 동성애자라는 걸 분명히 알게 된 후 너무 당황스럽고 다른 동료들을 보면 열등감이 느껴져.
3001,F_003002,LSJ,청년,여성,"연애,결혼,출산",당황,열등감,오늘 내가 좋아하는 사람이 내게 말을 건네 왔는데 너무 당황해서 고백하지 못했는데 지금 너무 후회가 돼.
3002,F_003003,LSJ,청년,여성,대인관계,당황,열등감,나보다 좋은 곳에서 많은 연봉을 받는 친구들을 보면 자존감이 떨어져.
3003,F_003004,LSJ,중년,여성,건강,당황,열등감,주변 친구들은 하나같이 운동을 좋아해서 몸매도 좋고 건강한데 그에 비해 나는 초라한 것 같아서 열등감이 들어.
3004,F_003005,LSJ,중년,여성,건강,당황,열등감,쇼윈도에 비친 내 얼굴 보고 놀라고 축 늘어진 내 뱃살 보고 놀라고 이리저리 놀라운 하루야.
3005,F_003006,LSJ,중년,여성,건강,당황,열등감,요즘 자존감이 완전 바닥이야.
3006,F_003007,LSJ,중년,여성,건강,당황,열등감,친구들과 단체 사진을 찍었는데 내가 제일 뚱뚱하게 나왔어.
3007,F_003008,LSJ,중년,여성,건강,당황,열등감,체력으로 젊은 사람을 이길 수는 없을꺼야.
